City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Sistranda,NO,2022-02-02 22:25:09,63.7256,8.834,31.96,73,92,19.26
294,Mala,PE,2022-02-02 22:25:09,-12.6581,-76.6308,73.76,74,10,9.15
295,Mahanoro,MG,2022-02-02 22:25:09,-19.9,48.8,73.96,88,100,11.88
296,Bonavista,CA,2022-02-02 22:25:10,48.6499,-53.1147,25.12,69,28,18.88
297,Bilma,NE,2022-02-02 22:25:10,18.6853,12.9164,61.74,17,0,13.44
298,Bakau,GM,2022-02-02 22:25:10,13.4781,-16.6819,73.26,84,81,8.88
299,Kushiro,JP,2022-02-02 22:25:11,42.975,144.3747,14.95,79,40,4.61
300,Qaqortoq,GL,2022-02-02 22:24:58,60.7167,-46.0333,3.7,69,56,7.52
301,Natchez,US,2022-02-02 22:25:11,31.5604,-91.4032,70.02,66,75,3.44
302,Safford,US,2022-02-02 22:25:11,32.834,-109.7076,54.1,36,87,12.15
303,Gladstone,AU,2022-02-02 22:25:12,-23.85,151.25,76.78,88,40,4.61
304,Pahrump,US,2022-02-02 22:25:12,36.2083,-115.9839,48.25,14,0,5.99
305,Tamboril,DO,2022-02-02 22:24:45,19.4854,-70.611,75.97,83,75,0.0
306,Paragominas,BR,2022-02-02 22:25:12,-2.9667,-47.4833,73.04,96,55,4.68
307,Boa Vista,BR,2022-02-02 22:25:13,2.8197,-60.6733,89.58,45,20,12.66
308,Leningradskiy,RU,2022-02-02 22:25:13,69.3833,178.4167,-14.39,95,30,9.86
309,Lasa,IT,2022-02-02 22:22:32,46.6166,10.7002,43.54,94,77,8.19
310,Rockland,US,2022-02-02 22:25:14,41.1668,-74.0496,43.52,85,100,0.27
311,Moyale,KE,2022-02-02 22:25:14,3.5167,39.0584,72.84,45,100,7.34
312,Biak,ID,2022-02-02 22:25:14,-0.9131,122.8766,76.21,77,100,5.23
313,Kelvington,CA,2022-02-02 22:25:15,52.1667,-103.5343,-20.54,94,12,6.02
314,Husavik,IS,2022-02-02 22:20:22,66.0449,-17.3389,17.51,91,99,5.86
315,Burgas,BG,2022-02-02 22:24:00,42.5061,27.4678,33.91,99,100,5.75
316,Kargil,IN,2022-02-02 22:25:15,34.5667,76.1,2.98,99,100,2.01
317,Richards Bay,ZA,2022-02-02 22:25:15,-28.783,32.0377,77.34,82,6,15.05
318,Dwarka,IN,2022-02-02 22:25:16,22.2394,68.9678,72.79,82,4,18.92
319,Chimbote,PE,2022-02-02 22:25:16,-9.0853,-78.5783,74.59,70,52,12.75
320,Ishigaki,JP,2022-02-02 22:25:16,24.3448,124.1572,68.13,94,75,6.91
321,Vardo,NO,2022-02-02 22:20:49,70.3705,31.1107,23.2,58,100,17.4
322,Priekule,LV,2022-02-02 22:25:17,56.4468,21.5897,25.99,92,82,1.28
323,Olga,RU,2022-02-02 22:25:17,43.7444,135.2892,11.59,57,38,12.26
324,Vulpeni,RO,2022-02-02 22:25:18,44.4667,23.9167,31.44,86,0,8.05
325,Klaksvik,FO,2022-02-02 22:20:52,62.2266,-6.589,40.12,77,100,13.27
326,Berlevag,NO,2022-02-02 22:26:18,70.8578,29.0864,19.2,65,100,11.77
327,Araouane,ML,2022-02-02 22:26:18,18.9048,-3.5265,65.66,13,72,12.15
328,Guiratinga,BR,2022-02-02 22:26:19,-16.3494,-53.7583,74.66,89,45,3.98
329,Katsina,NG,2022-02-02 22:26:19,12.9894,7.6006,64.44,10,78,9.75
330,Nador,MA,2022-02-02 22:26:19,35.174,-2.9287,55.65,71,0,4.61
331,Hualmay,PE,2022-02-02 22:26:20,-11.0964,-77.6139,74.75,70,4,13.62
332,Fonte Boa,BR,2022-02-02 22:26:20,-2.4959,-66.2662,76.51,95,100,2.06
333,Nyurba,RU,2022-02-02 22:26:20,63.2842,118.3319,-33.93,100,81,3.4
334,Flin Flon,CA,2022-02-02 22:26:21,54.7682,-101.865,-11.36,53,0,12.66
335,Qostanay,KZ,2022-02-02 22:26:21,53.1667,63.5833,19.18,96,100,7.54
336,Tasgaon,IN,2022-02-02 22:26:21,17.0333,74.6,67.78,46,7,6.38
337,Zaragoza,ES,2022-02-02 22:23:02,41.6561,-0.8773,52.02,52,0,3.0
338,Qasigiannguit,GL,2022-02-02 22:26:22,68.8193,-51.1922,-0.15,66,57,12.1
339,San Cristobal,VE,2022-02-02 22:26:22,7.7669,-72.225,78.98,30,19,5.64
340,Kikwit,CD,2022-02-02 22:26:23,-5.041,18.8162,71.82,94,100,1.79
341,Carutapera,BR,2022-02-02 22:26:23,-1.195,-46.02,76.12,90,100,8.28
342,Oxford,GB,2022-02-02 22:22:09,51.7522,-1.256,48.79,84,100,9.22
343,Mamit,IN,2022-02-02 22:26:23,23.9333,92.4833,47.34,74,1,2.93
344,Port Blair,IN,2022-02-02 22:26:24,11.6667,92.75,77.04,78,20,4.61
345,Taraz,KZ,2022-02-02 22:26:24,42.9,71.3667,32.41,93,100,13.42
346,Novoagansk,RU,2022-02-02 22:26:24,61.9449,76.6625,17.55,93,100,9.37
347,Ropczyce,PL,2022-02-02 22:26:25,50.0523,21.6089,35.82,90,100,14.34
348,Coahuayana,MX,2022-02-02 22:26:25,18.7333,-103.6833,85.48,37,0,6.98
349,Havelock,US,2022-02-02 22:26:25,34.8791,-76.9013,60.78,70,58,1.99
350,Morwell,AU,2022-02-02 22:26:26,-38.2333,146.4,60.91,73,99,4.81
351,Ust-Maya,RU,2022-02-02 22:26:26,60.4167,134.5333,-22.34,97,100,1.34
352,Jumla,NP,2022-02-02 22:25:56,29.2747,82.1838,36.41,92,87,4.32
353,Aviles,ES,2022-02-02 22:26:26,43.5547,-5.9248,53.19,84,0,1.99
354,Vila Franca Do Campo,PT,2022-02-02 22:26:27,37.7167,-25.4333,58.19,79,22,8.84
355,Pangkalanbuun,ID,2022-02-02 22:25:59,-2.6833,111.6167,72.61,98,100,1.41
356,Ancud,CL,2022-02-02 22:26:27,-41.8697,-73.8203,68.23,76,96,7.07
357,Nongpoh,IN,2022-02-02 22:26:28,25.9,91.8833,45.97,75,25,2.71
358,Hami,CN,2022-02-02 22:26:28,42.8,93.45,21.58,35,2,1.88
359,Bathsheba,BB,2022-02-02 22:26:28,13.2167,-59.5167,79.41,73,20,16.11
360,Santa Rosa,PH,2022-02-02 22:26:28,14.3122,121.1114,78.78,76,85,8.3
361,Tarata,BO,2022-02-02 22:26:29,-17.6167,-66.0167,65.62,58,97,5.21
362,Stonehaven,GB,2022-02-02 22:26:29,56.9637,-2.2118,50.52,88,100,10.36
363,Umm Lajj,SA,2022-02-02 22:26:29,25.0213,37.2685,69.12,50,0,6.35
364,Evora,PT,2022-02-02 22:26:30,38.5667,-7.9,49.14,60,74,3.42
365,Dajal,PK,2022-02-02 22:26:30,29.5577,70.3762,61.0,36,22,22.7
366,Taupo,NZ,2022-02-02 22:26:30,-38.6833,176.0833,75.24,58,100,5.5
367,Bull Savanna,JM,2022-02-02 22:26:31,17.8868,-77.5902,78.13,69,3,14.81
368,Macenta,GN,2022-02-02 22:26:31,8.5435,-9.471,69.98,19,30,2.73
369,Saint Anthony,US,2022-02-02 22:26:31,45.0205,-93.218,6.82,53,0,5.99
370,Huarmey,PE,2022-02-02 22:26:32,-10.0681,-78.1522,75.13,71,59,12.8
371,Tessalit,ML,2022-02-02 22:24:45,20.1986,1.0114,63.05,12,0,10.54
372,Broken Hill,AU,2022-02-02 22:26:32,-31.95,141.4333,58.71,55,0,24.16
373,Luwuk,ID,2022-02-02 22:27:33,-0.9516,122.7875,77.27,78,100,4.65
374,Berkak,NO,2022-02-02 22:27:33,62.825,10.0118,19.8,91,100,7.07
375,Constitucion,CL,2022-02-02 22:27:33,-35.3333,-72.4167,64.42,73,31,8.59
376,Darnetal,FR,2022-02-02 22:27:33,49.4453,1.1514,48.36,78,100,6.91
377,Iracoubo,GF,2022-02-02 22:27:34,5.4802,-53.2011,78.46,82,60,12.55
378,Yeppoon,AU,2022-02-02 22:25:26,-23.1333,150.7333,74.98,86,100,2.21
379,Opuwo,NA,2022-02-02 22:22:37,-18.0607,13.84,66.02,57,49,7.25
380,La Dolorita,VE,2022-02-02 22:27:34,10.4883,-66.7861,71.04,83,46,3.2
381,Sambava,MG,2022-02-02 22:27:35,-14.2667,50.1667,76.59,83,100,3.87
382,Caravelas,BR,2022-02-02 22:26:08,-17.7125,-39.2481,78.42,84,100,5.35
383,Livingston,GB,2022-02-02 22:27:35,55.9029,-3.5226,48.47,92,75,14.97
384,Muros,ES,2022-02-02 22:27:35,42.7762,-9.0603,55.24,83,100,7.81
385,Pontianak,ID,2022-02-02 22:27:36,-0.0333,109.3333,75.18,94,40,3.44
386,Port Keats,AU,2022-02-02 22:27:36,-14.25,129.55,80.74,78,76,10.92
387,Along,IN,2022-02-02 22:27:36,28.1667,94.7667,47.3,91,33,1.9
388,Benjamin Constant,BR,2022-02-02 22:27:37,-4.3831,-70.0311,75.33,94,75,6.91
389,Scarborough,GB,2022-02-02 22:27:37,54.2797,-0.4044,49.08,87,100,4.0
390,Lerwick,GB,2022-02-02 22:27:37,60.1545,-1.1494,46.4,88,100,9.73
391,Conchas,BR,2022-02-02 22:27:38,-23.0153,-48.0106,72.01,89,100,4.88
392,Tura,IN,2022-02-02 22:27:38,25.5198,90.2201,59.99,52,80,3.89
393,Victor Harbor,AU,2022-02-02 22:27:38,-35.5667,138.6167,64.0,69,98,1.99
394,Mucuri,BR,2022-02-02 22:27:39,-18.0864,-39.5508,79.32,85,92,8.43
395,Yazman,PK,2022-02-02 22:27:39,29.1212,71.7446,60.24,40,5,18.99
396,Antofagasta,CL,2022-02-02 22:23:13,-23.65,-70.4,69.28,73,7,10.56
397,Ordynskoye,RU,2022-02-02 22:27:39,54.3656,81.8994,10.96,98,100,2.98
398,Ahuimanu,US,2022-02-02 22:27:40,21.4447,-157.8378,81.86,62,40,4.0
399,Shingu,JP,2022-02-02 22:27:40,33.7333,135.9833,44.91,74,98,5.21
400,Palaia Fokaia,GR,2022-02-02 22:27:40,37.72,23.9463,47.97,77,98,20.49
401,Goderich,CA,2022-02-02 22:24:29,43.7501,-81.7165,27.91,93,100,12.66
402,Dudinka,RU,2022-02-02 22:27:41,69.4058,86.1778,-11.92,100,96,4.56
403,Okhotsk,RU,2022-02-02 22:27:41,59.3833,143.3,7.0,75,100,15.39
404,Balakliya,UA,2022-02-02 22:27:41,49.4627,36.8595,31.03,99,100,2.37
405,Geraldton,AU,2022-02-02 22:27:42,-28.7667,114.6,84.61,18,0,20.71
406,Zelenogorskiy,RU,2022-02-02 22:27:42,55.0333,87.0,12.72,99,92,2.44
407,Dicabisagan,PH,2022-02-02 22:27:42,17.0818,122.4157,73.27,82,70,2.73
408,Campina Verde,BR,2022-02-02 22:27:43,-19.5356,-49.4864,72.84,92,76,5.23
409,Bonfim,BR,2022-02-02 22:27:43,3.0833,-59.95,88.68,42,86,11.12
410,Nishihara,JP,2022-02-02 22:27:43,26.1842,127.7558,67.68,97,100,6.91
411,Taywarah,AF,2022-02-02 22:27:44,33.35,64.4167,1.6,89,21,5.17
412,Zhangzhou,CN,2022-02-02 22:27:44,24.5133,117.6556,53.53,97,100,0.92
413,Taber,CA,2022-02-02 22:27:44,49.8167,-112.1518,3.2,69,73,17.27
414,Port Hedland,AU,2022-02-02 22:26:03,-20.3167,118.5667,77.05,100,96,5.75
415,Baykit,RU,2022-02-02 22:27:45,61.67,96.37,-0.04,99,100,1.92
416,Lashio,MM,2022-02-02 22:27:45,22.9333,97.75,43.25,84,0,1.63
417,Saint-Francois,FR,2022-02-02 22:27:46,46.4154,3.9054,43.41,99,100,1.14
418,Dombarovskiy,RU,2022-02-02 22:27:46,50.7587,59.5386,17.08,90,100,8.3
419,Port Lincoln,AU,2022-02-02 22:25:05,-34.7333,135.8667,63.91,72,19,15.55
420,Manjacaze,MZ,2022-02-02 22:28:46,-24.7117,33.8828,73.26,83,6,6.98
421,Matamoros,MX,2022-02-02 22:25:14,25.5333,-103.25,84.31,14,75,9.22
422,Sao Francisco,BR,2022-02-02 22:28:47,-15.9486,-44.8644,76.68,79,100,4.88
423,Alice Springs,AU,2022-02-02 22:28:47,-23.7,133.8833,65.75,88,100,11.5
424,Poum,NC,2022-02-02 22:28:47,-20.2333,164.0167,79.95,76,0,6.82
425,Chake Chake,TZ,2022-02-02 22:28:48,-5.2459,39.7666,78.12,84,100,6.93
426,Falam,MM,2022-02-02 22:28:48,22.9167,93.6833,40.91,66,0,2.89
427,Bubaque,GW,2022-02-02 22:28:49,11.2833,-15.8333,77.97,85,15,13.56
428,Iquitos,PE,2022-02-02 22:28:49,-3.7481,-73.2472,80.64,83,75,5.75
429,Ketchikan,US,2022-02-02 22:28:49,55.3422,-131.6461,37.38,100,100,4.61
430,Polyarnyy,RU,2022-02-02 22:28:49,69.1989,33.4478,1.87,92,100,3.36
431,Salekhard,RU,2022-02-02 22:28:50,66.53,66.6019,1.94,97,100,6.06
432,Aberdeen,GB,2022-02-02 22:28:50,57.1437,-2.0981,50.49,82,100,5.75
433,Mackay,AU,2022-02-02 22:28:51,-21.15,149.2,85.68,79,40,5.75
434,Klamath Falls,US,2022-02-02 22:28:51,42.2249,-121.7817,41.97,50,0,1.99
435,Termoli,IT,2022-02-02 22:28:51,41.9888,14.9895,41.58,72,0,9.13
436,Karatuzskoye,RU,2022-02-02 22:28:51,53.6072,92.8667,-9.92,100,99,0.92
437,Las Palmas,ES,2022-02-02 22:28:52,28.4204,-14.0131,68.79,40,0,8.05
438,Liverpool,GB,2022-02-02 22:26:52,53.4106,-2.9779,49.68,87,100,1.01
439,Dunedin,NZ,2022-02-02 22:24:15,-45.8742,170.5036,55.94,94,100,12.44
440,Wilmington,US,2022-02-02 22:25:11,34.2257,-77.9447,60.94,73,100,6.91
441,Hirara,JP,2022-02-02 22:28:20,24.8,125.2833,70.07,88,75,6.91
442,Marystown,CA,2022-02-02 22:25:28,47.1666,-55.1483,25.86,100,32,9.17
443,Bethel,US,2022-02-02 22:28:53,41.3712,-73.414,41.83,65,100,1.14
444,Axim,GH,2022-02-02 22:28:53,4.8699,-2.2405,80.33,81,9,9.82
445,Cockburn Town,TC,2022-02-02 22:28:42,21.4612,-71.1419,73.36,83,75,16.11
446,Popondetta,PG,2022-02-02 22:28:54,-8.7537,148.2534,79.09,77,100,0.89
447,Dubravica,BA,2022-02-02 22:28:54,44.4419,18.1181,31.8,93,97,2.89
448,Sopur,IN,2022-02-02 22:28:54,34.3,74.4667,33.31,96,100,2.48
449,Clonakilty,IE,2022-02-02 22:28:55,51.6231,-8.8706,46.09,90,100,11.36
450,Flinders,AU,2022-02-02 22:28:55,-34.5833,150.8552,69.19,69,80,13.0
451,Sibu,MY,2022-02-02 22:28:55,2.3,111.8167,75.51,100,20,2.3
452,Xuchang,CN,2022-02-02 22:28:56,34.0167,113.8167,31.08,55,89,5.1
453,Hokitika,NZ,2022-02-02 22:28:56,-42.7167,170.9667,66.13,98,100,15.46
454,Hamilton,US,2022-02-02 22:28:56,39.1834,-84.5333,45.23,95,100,0.0
455,Coquimbo,CL,2022-02-02 22:28:57,-29.9533,-71.3436,67.73,72,0,9.22
456,The Pas,CA,2022-02-02 22:28:57,53.8251,-101.2541,-11.18,53,0,11.5
457,Yaan,NG,2022-02-02 22:28:57,7.3833,8.5667,82.29,14,4,4.25
458,Huanren,CN,2022-02-02 22:28:58,41.2647,125.3667,1.87,93,5,0.27
459,Changji,CN,2022-02-02 22:28:58,44.0167,87.3167,0.39,85,75,2.24
460,Quballat,TN,2022-02-02 22:28:58,36.5418,9.6633,55.62,81,75,20.56
461,Yantal,RU,2022-02-02 22:28:59,56.8471,105.2542,-11.06,100,92,2.19
462,Mina,MX,2022-02-02 22:28:59,26.0011,-100.5299,93.9,22,0,12.5
463,Chiredzi,ZW,2022-02-02 22:29:59,-21.05,31.6667,75.83,61,8,5.44
464,Vaitape,PF,2022-02-02 22:30:00,-16.5167,-151.75,81.03,72,20,20.04
465,Manta,EC,2022-02-02 22:30:00,-0.95,-80.7333,80.38,74,75,9.22
466,Catia La Mar,VE,2022-02-02 22:30:01,10.6038,-67.0303,82.6,74,40,5.75
467,Bolivar,US,2022-02-02 22:30:02,37.6145,-93.4105,23.07,89,100,15.99
468,Valkla,EE,2022-02-02 22:30:03,59.4744,25.3186,24.15,89,100,3.67
469,Ekuvukeni,ZA,2022-02-02 22:30:04,-28.4675,30.1551,68.45,79,0,4.27
470,Touros,BR,2022-02-02 22:30:04,-5.1989,-35.4608,83.3,72,33,12.86
471,Ampanihy,MG,2022-02-02 22:30:05,-24.7,44.75,71.1,73,0,9.82
472,Mauguio,FR,2022-02-02 22:30:06,43.6181,4.0074,51.67,68,0,9.22
473,Namatanai,PG,2022-02-02 22:30:07,-3.6667,152.4333,80.24,80,100,8.14
474,Russell,US,2022-02-02 22:27:41,32.3502,-85.1999,70.88,47,20,16.11
475,Tuatapere,NZ,2022-02-02 22:30:08,-46.1333,167.6833,58.82,81,100,7.2
476,Sao Filipe,CV,2022-02-02 22:28:02,14.8961,-24.4956,75.78,65,3,17.96
477,Hay River,CA,2022-02-02 22:29:27,60.8156,-115.7999,-14.82,64,0,3.44
478,Omsukchan,RU,2022-02-02 22:30:09,62.5333,155.8,-12.73,99,100,5.64
479,Jamame,SO,2022-02-02 22:30:09,0.0722,42.7506,77.67,87,100,10.6
480,Korla,CN,2022-02-02 22:30:10,41.7597,86.1469,22.39,58,11,6.26
481,Lima,PE,2022-02-02 22:30:10,-12.0432,-77.0282,73.65,60,0,14.97
482,Harrai,IN,2022-02-02 22:30:11,22.6167,79.2167,61.99,42,0,5.77
483,Naron,ES,2022-02-02 22:30:11,43.5167,-8.1528,54.59,81,95,5.75
484,Kununurra,AU,2022-02-02 22:30:12,-15.7667,128.7333,76.98,88,40,5.75
485,Komsomolskiy,UZ,2022-02-02 22:27:55,40.4272,71.7189,38.12,87,75,4.61
486,Newport,GB,2022-02-02 22:29:32,51.5877,-2.9984,49.24,87,100,7.67
487,Guayaramerin,BO,2022-02-02 22:30:14,-10.8368,-65.3614,73.17,97,92,2.59
488,Mildura,AU,2022-02-02 22:30:14,-34.2,142.15,61.07,59,0,12.66
489,Rocha,UY,2022-02-02 22:26:27,-34.4833,-54.3333,75.36,71,0,12.46
490,Port Pirie,AU,2022-02-02 22:30:15,-33.1833,138.0167,64.49,53,0,12.01
491,Sacramento,US,2022-02-02 22:27:16,38.4666,-121.3177,61.29,28,0,8.99
492,Kemijarvi,FI,2022-02-02 22:28:30,66.7131,27.4306,10.98,96,100,3.78
493,Almaznyy,RU,2022-02-02 22:30:16,48.0448,40.045,42.94,99,100,14.12
494,Nuristan,AF,2022-02-02 22:30:16,35.3,70.8333,-0.31,69,76,17.16
495,Kinangan,PH,2022-02-02 22:30:16,6.3014,125.585,73.98,86,100,4.92
496,Ndele,CF,2022-02-02 22:30:17,8.4109,20.6473,74.61,20,31,4.07
497,Troy,US,2022-02-02 22:30:01,42.6056,-83.1499,31.71,94,100,1.99
498,Takoradi,GH,2022-02-02 22:30:17,4.8845,-1.7554,80.02,81,1,9.28
499,Maceio,BR,2022-02-02 22:30:18,-9.6658,-35.7353,81.84,78,0,9.22
500,Sai Buri,TH,2022-02-02 22:30:18,6.7013,101.6168,76.26,87,45,9.66
501,Ilulissat,GL,2022-02-02 22:27:50,69.2167,-51.1,-0.38,60,20,25.32
502,Turukhansk,RU,2022-02-02 22:30:18,65.8167,87.9833,-0.69,97,99,6.08
503,Zuhres,UA,2022-02-02 22:30:19,48.0114,38.2644,37.06,100,100,7.83
504,Kysyl-Syr,RU,2022-02-02 22:30:19,63.8986,122.7617,-14.76,98,100,4.97
505,Ugoofaaru,MV,2022-02-02 22:30:20,5.6667,73.0,81.19,71,19,6.67
506,Ha Giang,VN,2022-02-02 22:30:20,22.8333,104.9833,52.21,92,100,0.98
507,Chernyy Yar,RU,2022-02-02 22:30:21,48.0624,46.1091,32.49,93,100,11.61
508,Balagansk,RU,2022-02-02 22:30:21,54.0103,103.0544,-19.03,100,82,1.66
509,Bardsir,IR,2022-02-02 22:31:21,29.9227,56.5743,26.65,44,0,2.68
510,Hobyo,SO,2022-02-02 22:31:22,5.3505,48.5268,78.3,70,93,19.98
511,Tabou,CI,2022-02-02 22:31:22,4.423,-7.3528,79.0,81,68,8.05
512,Morehead,US,2022-02-02 22:31:22,37.2711,-87.1764,51.15,96,100,0.0
513,Muisne,EC,2022-02-02 22:31:23,0.6,-80.0333,78.91,83,57,6.11
514,Solnechnyy,RU,2022-02-02 22:31:23,50.7214,136.6319,-7.1,99,96,2.55
515,Tarauaca,BR,2022-02-02 22:29:33,-8.1614,-70.7656,77.27,93,81,0.36
516,Matara,LK,2022-02-02 22:31:24,5.9485,80.5353,70.84,89,4,6.53
517,Puerto Escondido,MX,2022-02-02 22:29:21,15.85,-97.0667,83.23,74,20,8.05
518,Sisimiut,GL,2022-02-02 22:31:09,66.9395,-53.6735,0.07,79,100,19.93
519,Mahon,ES,2022-02-02 22:31:24,39.8885,4.2658,48.76,81,0,3.44
520,Bundaberg,AU,2022-02-02 22:31:25,-24.85,152.35,81.21,82,100,3.0
521,Ihosy,MG,2022-02-02 22:31:25,-22.4,46.1167,63.68,94,34,9.84
522,Acajutla,SV,2022-02-02 22:31:25,13.5928,-89.8275,84.79,65,5,5.55
523,Ibra,OM,2022-02-02 22:31:26,22.6906,58.5334,65.34,44,0,8.37
524,Dembi Dolo,ET,2022-02-02 22:31:26,8.5333,34.8,65.25,43,96,3.31
525,Fochville,ZA,2022-02-02 22:31:26,-26.4886,27.4939,71.47,67,49,2.73
526,Kremenki,RU,2022-02-02 22:31:27,54.885,37.1261,20.3,97,100,3.53
527,Aloleng,PH,2022-02-02 22:31:28,16.1307,119.7824,75.42,74,7,9.93
528,Novokruchininskiy,RU,2022-02-02 22:31:28,51.7833,113.7667,-31.27,100,19,3.33
529,Kalmunai,LK,2022-02-02 22:31:28,7.4167,81.8167,75.18,73,83,3.83
530,Surt,LY,2022-02-02 22:31:29,31.2089,16.5887,55.18,75,81,23.96
531,Kutum,SD,2022-02-02 22:31:29,14.2,24.6667,65.14,22,39,9.91
532,San Jose,US,2022-02-02 22:29:31,37.3394,-121.895,64.67,22,20,5.99
533,Puerto Quijarro,BO,2022-02-02 22:31:29,-17.7833,-57.7667,75.9,95,100,2.15
534,Pallisa,UG,2022-02-02 22:31:30,1.145,33.7094,71.29,71,100,5.21
535,Genhe,CN,2022-02-02 22:31:30,50.7833,121.5167,-23.24,100,53,1.48
536,Farafangana,MG,2022-02-02 22:31:30,-22.8167,47.8333,73.94,79,31,6.46
537,Severo-Yeniseyskiy,RU,2022-02-02 22:31:31,60.3725,93.0408,10.92,94,100,5.35
538,Wajima,JP,2022-02-02 22:31:31,37.4,136.9,40.64,68,100,22.26
539,Khani,GE,2022-02-02 22:31:31,41.9563,42.9566,38.77,74,98,10.13
540,Portland,US,2022-02-02 22:27:05,45.5234,-122.6762,46.62,92,100,1.99
541,Ucluelet,CA,2022-02-02 22:28:43,48.9329,-125.5528,42.1,89,100,1.01
542,Maple Creek,CA,2022-02-02 22:31:32,49.9168,-109.4848,1.45,55,88,9.22
543,Novaya Igirma,RU,2022-02-02 22:31:32,57.1334,103.9112,-16.13,100,92,2.04
544,Dauriya,RU,2022-02-02 22:31:32,49.9333,116.8667,-26.41,100,26,2.01
545,Shirokiy,RU,2022-02-02 22:27:21,49.758,129.523,-23.89,100,23,4.88
546,Ulladulla,AU,2022-02-02 22:31:33,-35.35,150.4667,66.78,61,88,13.73
547,Gorin,RU,2022-02-02 22:31:33,51.1983,136.6669,-17.05,100,98,1.7
548,Port Hueneme,US,2022-02-02 22:31:33,34.1478,-119.1951,67.78,15,0,23.02
549,Nome,US,2022-02-02 22:29:08,64.5011,-165.4064,10.47,57,0,35.68
